GRB151224A_ML 01288 323.79538 83.11852 0.0 0.0 2015-12-24 02:26:36.810  188619996.81 -140.82370 109.07890 74.79043 22.75601 21.60149 641.73254 -5.91760 -99.44920   VISIBLE   84.45192   87.22597   26.48430   84.44545
GRB160128A_ML  0.00000 0.00000 0.0 0.0 2016-01-28 12:59:44.300  191681984.3 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000   VISIBLE    0.00000  135.00000    0.00000    0.00000
GRB160214A_ML 02062 15.80237 -71.70140 0.0 0.0 2016-02-14 09:17:27.600  193137447.60000002 146.33643 65.21154 85.21405 45.04941 43.89259 634.15410 -4.29705 60.07955   VISIBLE   72.41602  320.26234   67.60252  -63.63072
GRB160221B_ML  0.00000 0.00000 0.0 0.0 2016-02-21 18:56:45.000  193777005.00000003 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000   EARTH_OCCULTED    0.00000  135.00000    0.00000    0.00000
GRB160310C_ML 02436 277.19073 -23.92767 0.0 0.0 2016-03-10 16:27:15.000  195323235.00000003 2.69197 73.68134 96.17266 57.04348 55.88948 643.49990 3.33168 -84.51820   VISIBLE   83.43011    0.23732   83.43005    2.05971
GRB160325B_ML 02657 16.00073 -72.04941 0.0 0.0 2016-03-25 06:59:25.000  196585165.00000003 101.37047 74.32277 101.07211 23.88653 22.73118 639.00100 5.83868 9.94935   VISIBLE   72.76709    5.40402   72.69474   16.88951
GRB160418A_ML 03014 180.82004 44.58002 0.0 0.0 2016-04-18 18:08:46.300  198698926.3 119.02347 119.58082 41.85004 68.29430 67.14019 643.12946 4.44826 32.30583   EARTH_OCCULTED  135.41403  329.80831  139.57082 -153.63336
GRB160508B_ML 03308 257.96683 -24.37011 0.0 0.0 2016-05-08 14:32:33.000  200413953.0 -7.07250 149.07086 171.45346 78.76279 77.60828 641.79080 4.24484 -162.53316   VISIBLE  100.94709    2.04588  100.95390  169.54263
GRB160805A_ML 04633 263.02115 -33.66413 0.0 0.0 2016-08-05 22:26:19.900  208131979.9 -174.03244 129.58470 93.92644 14.12206 12.96587 636.23267 4.12970 73.03518   VISIBLE   95.80408  170.15060  -95.89030  120.72000
GRB160829B_ML 04981 266.00568 -29.57870 0.0 0.0 2016-08-29 14:18:49.000  210176329.00000003 -179.44530 109.88155 142.21309 79.70480 78.54785 633.71094 5.78806 66.24243   VISIBLE   93.47309  177.47121  -93.47646  143.98353
